CID	Dataset	CHD	HD	HL	CHL	CDL	DL	S+ZS	S+HD	S+CHD	S+CHL	SMILES
8857	leffingwell	The scent is an ethereal, sharp, wine-brandy like odor.	Ethereal, sharp, wine-brandy like odor	brandy; ethereal; sharp; winey	Intensely winey and brandy-like, with sharp, ethereal notes.	Sweet, fruity scent with hints of rum and an ethereal quality.	ethereal; fruity; rum; sweet	The smell is pungent, fruity, and slightly sweet, characteristic of ethyl acetate.	Buttery, creamy, sweet, slightly fruity and vanilla-like	Fruity and sweet, with notes of apple and a hint of acidity.	The scent is sweet, fruity, and slightly butyric, like ripe pineapple.	CCOC(=O)C
8858	arctander	The commercial grade emits a pungent, unpleasant odor with gassy and green notes.	The commercial grade has an unpleasant odor, sometimes gassy, green or vegetablepungent, acrylic	gassy; green	The smell is reminiscent of rotten vegetation with a pungent, gassy undertone.	The scent is a pungent, fruity blend with herbal and gassy undertones.	fruity; gassy; green; herbaceous	The odorant has a pungent, acrid smell, reminiscent of strong beta-pinene.	Sweet, floral, slightly fruity, and herbaceous odor, reminiscent of Lavender.	The scent is pungent, herbal, and slightly sweet, like camphor.	The scent is pungent, acrid, and slightly sweet, reminiscent of acetone.	CC(=CC(=O)C)C
8858	goodscents	Mosciano has a pungent, earthy scent with nutty and woody nuances.	pungent earthy vegetable acrylic; musty, mildew, earthy, chemical, card board like with nutty, chocolate and woody nuances. Mosciano	acrylate; chemical; chocolate; earthy; musty; nutty; pungent; vegetable; woody	Pungent, earthy scent with notes of chocolate and nuts, underlined by chemical and woody undertones.	Fresh eucalyptus and green beans blend with earthy, nutty undertones and sweet hints.	eucalyptus; fungal; green_beans; nutty; sweet	The smell is pungent and sweet, like alpha-pinene, reminiscent of pine.	pungent sharp fruity terpene citrus	Fresh, herbal aroma with citrus and floral notes, similar to bergamot.	The scent is a sweet, slightly spicy, and floral blend of notes.	CC(=CC(=O)C)C
8858	leffingwell	The scent is minty-musty with sweet honey-bread notes.	Minty-musty with honey-bread like notes (for pure material)	bread; honey; mint; musty	Sweet bread and honey notes blend with refreshing mint and a hint of musty earth.	Pungent aroma with sweet and cheesy notes, hints of greenness and a ketonic tang.	cheesy; fruity; green; ketonic	The odorant has a strong, pungent, and sweet alpha-pinene scent.	Fruity and floral with citrus and rose notes	The scent is fruity and floral, with sweet apricot and orange blossom notes.	The scent is pungent, spicy, and herbaceous with a fruity undertone.	CC(=CC(=O)C)C
8863	arctander	The scent is a faint, fresh, green floral odor with good tenacity.	Very faint, green and fresh-floral odor of good tenacity. Some observers find this material to be practically odorless.	floral; green	The scent is fresh and floral with a hint of green, earthy undertones.	Fresh floral notes blend with earthy green and woody undertones.	floral; green; woody	Pungent, sweet, and fruity, with a hint of ethanol.	Sweet, woody, floral, slightly spicy and animalic odor, reminiscent of Amber.	The scent is woody and earthy, with notes of sandalwood and vanilla.	The scent is sweet, waxy, and fruity, resembling rose and orange blossom.	CC(CCCC(C)(C)O)CC(OC)OC
8863	goodscents	The scent is a waxy, green floral mix of lily and rose.	lily rose acetate waxy green. Luebke	green; lily; lily of the valley; muguet; rose; waxy	Fresh, floral scent with notes of lily, rose, and waxy muguet.	Fresh citrus and floral notes with earthy undertones and a hint of green.	citrus_aurantium; flower; freshly_laundered_clothes; fungal; green_beans; lime; rose; woody	The odorant has a sweet, woody, and slightly fruity scent.	floral woody sweet creamy vanilla sandalwood	Sweet, woody aroma with notes of vanilla, caramel, and dried fruit.	The scent features woody, oriental, and sweet notes with amber and vanilla.	CC(CCCC(C)(C)O)CC(OC)OC
8863	leffingwell	The scent is a faint, fresh floral lily of the valley with a hint of melon.	Faint, green, fresh-floral lily of the valley odor; some melon-like nuance	floral; fresh; green; melon	The scent is a fresh, floral blend with green and sweet melon notes.	The scent is a sweet and fresh citrus floral blend with green and woody undertones.	citrus; floral; fresh; fruity; green; sweet; woody	The odorant has a sweet, fruity, and slightly woody scent.	Herbaceous, slightly minty, green tea-like and fruity floral notes	Fruity and sweet, with notes of peach, cherry, and rose, in a rich floral bouquet.	The scent features rich, creamy, and sweet vanilla notes.	CC(CCCC(C)(C)O)CC(OC)OC
8868	arctander	The scent is an ethereal-fruity and sweet aroma with rum-like notes.	Ethereal-fruity, sweet and Rum-like odor.	ethereal; fruity	The scent is light and airy with sweet, fruity undertones.	Sweet, fruity aroma with hints of apple and pineapple, and an ethereal quality.	apple; ethereal; fruity; pineapple	The odorant smells pungent and acidic, like vinegar or burning plastic.	Sweet, buttery, fruity odor with a hint of Vanilla-like and Caramel-like notes.	Pungent, sweet, and slightly fruity, with notes of ripe pineapple.	The scent is pungent and acrid, reminiscent of burnt or toasted notes.	CCOC(=O)CC(=O)C
8868	leffingwell	The scent is ethereal, fruity, and reminiscent of green apple and rum.	Ethereal, fruity, green apple, rum-like	apple; ethereal; fruity; green; rum	Sweet apple and fruity notes blend with hints of green and rum in an ethereal scent.	Sweet, fruity aroma with hints of apple, pineapple, and rum, evoking an ethereal and green scent.	apple; ethereal; fruity; green; pineapple; rum; sweet	Butyric acid-like, pungent, and sour, with a strong unpleasant odor.	Pungent, sweaty, cheesy, acidic, fruity, berry-like notes	Fruity, floral notes blend with sweet honey and ripe fruit aromas.	The scent features sweet, fruity, and slightly fatty notes.	CCOC(=O)CC(=O)C
8871	leffingwell	The scent features burnt, smoky, animallic, and slightly nutty notes.	Burnt notes, somewhat smoky, animallic, slightly nutty	animal; burnt; nutty; smoky	Smells like burnt nuts with animal undertones and a smoky haze.	Toasted bread with caramel and nutty notes, slightly burnt and roasted.	bread; burnt; caramellic; nutty; roasted	The odorant has a pungent, sweet, and slightly acrid smell, similar to benzamide.	Sweet, floral, honey-like, slightly spicy and phenolic odor	Smoky and savory, with notes of roasted nuts and a hint of sweet vanilla.	The scent is pungent with bitter, medicinal, and smoky notes.	C1=CC(=O)NC=C1
8878	arctander	The scent is sweet and fruity with a pungent, vinous banana-like aroma.	Sweet-fruity, somewhat pungent, vinous Banana-like odor.	banana; fruity	The scent is sweet and fruity, reminiscent of ripe bananas.	Sweet, tropical aroma with notes of apricot, pineapple, and a hint of wine.	apricot; fruity; pineapple; winey	The scent is a sweet, fruity, and slightly acidic fragrance, reminiscent of citrus.	Fruity, slightly green, floral and herbaceous odor, somewhat reminding of Apricot kernel.	The scent is floral and soapy with a sweet, waxy undertone.	The scent is a sweet, fruity, and floral odor with green and herbal notes.	CCCCCCC(=O)OCC=C
8878	goodscents	The scent is sweet and fruity, with notes of pineapple, banana, and cognac.	sweet pineapple fruity waxy banana fusel cognac. Luebke; Sweet, pineapple-like, fruity with a slight waxy ripe fermented note. Mosciano; A fruity, sweet, banana with a heavy vinous quality. This material gives a sour fruit impression and can be useful in tropical fruit complexes.; strong, sweet-fruity tending towards pineapple with nuances reminiscent of camomile and banana; Fruity-pineapple and banana,, sweet, waxy, cognac. According to Arctander, besides fruity fragrance types it is also “used in floral fragrance compositions: Appleblossom, Peachblossom, Magnolia, Sweet Pea, etc.”	banana; cognac; fermented; fruity; fusel; pineapple; ripe; sweet; waxy	Sweet, fruity aroma with notes of ripe banana and pineapple, and a hint of fermented cognac.	Sweet, tropical scent with floral and fruity notes, hinting at asparagus and green beans.	asparagus; flower; fungal; green_beans; pineapple; sweet; tropical; waxy; winey	It smells like a sweet, fruity, and slightly floral scent, similar to a ripe apple.	fruity orange blossom floral sweet	Fruity and floral, with notes of apple, rose, and a hint of sweetness.	The scent features a sweet, floral, and fruity aroma with green and woody notes.	CCCCCCC(=O)OCC=C
8878	leffingwell	The scent is sweet and fruity, reminiscent of banana, pineapple, and apple.	Sweet, fruity, banana-pineapple-apple odor; Brandy-peach-pineapple taste	apple; banana; fruity; pineapple; sweet	The scent is a sweet, fruity blend of apple, banana, and pineapple.	Sweet, tropical aroma with hints of pineapple and wine.	fruity; green; pineapple; tropical; winey	The odorant has a pungent, fruity, and slightly floral scent, reminiscent of apples.	Floral, fruity, citrus, green, and herbaceous notes	Fruity and floral, with notes of green apple and lavender, and a hint of citrus.	The scent is floral and waxy with orange blossom notes.	CCCCCCC(=O)OCC=C
8888	arctander	The scent is mildly woody-floral with a hint of green, resembling apple and lily.	Mild and delicately woody-floral, slightly green odor with remote resemblance to Apple and Lily	apple; floral; green; lily; woody	Fresh, floral scent with sweet apple and green notes, grounded by woody undertones and lily accents.	The scent is a rich, balsamic blend with floral and woody notes.	balsamic; floral; woody	The odorant has a sweet, fruity, and slightly floral scent.	Fresh, floral, slightly citrusy and balsamic, reminiscent of Ylang-Ylang and Orangeblossom.	The smell is earthy, mossy, and woody with a sweet, herbal undertone.	The scent is a sweet, floral, and slightly woody amber-like aroma.	CC(=CCCC(=CCCC(C)(C=C)O)C)C
8888	goodscents	The scent is a floral, green, and woody blend with citrus and waxy notes.	floral green waxy citrus woody. Luebke; Floral, green and citrus like, with woody waxy nuances. Mosciano; woody, floral, green. Used in fragrances for woody, tea-like notes.; Floral, woody, green; mild herbal-floral; mild herbal-floral soft-light-floral-woody muguet Woody Floral Green; Floral-neroli, green-citrus, woody, waxy. Fixative. Arctander has quite a lot to say about it, here’s an extract: “It is actually an extremely useful chemical, not only because of its delicate and very versatile notes, but also, because of its fixative value and blending properties. The title alcohol is an excellent ‘fond’ in Sweet Pea, Muguet, Honeysuckle, Peony, etc,, and a fine companion to Sandalwood, Oakmoss, Peru balsam, Tolu balsam, Clary Sage products, Ylang-Ylang, etc.”	citrus; floral; green; waxy; woody	Fresh citrus and floral notes blend with green and woody undertones, finished with a waxy hint.	Earthy, sweet fragrance with floral and woody notes, hinting at sandalwood and fungus.	flower; fungal; sandalwood; sweet; woody	The odorant has a woody, earthy scent, similar to cedarwood.	woody amber sweet	The scent is earthy, woody, and slightly sweet, like moss and driftwood.	The scent is a sweet, floral, and slightly woody amber fragrance.	CC(=CCCC(=CCCC(C)(C=C)O)C)C
8892	arctander	The smell is heavy, acrid, and fatty, similar to sweat.	Heavy, acrid-acid, fatty-rancid odor, often described as “sweat-like’”.	acid; fatty	Pungent, sour aroma with a greasy, fatty undertone.	Rich, sweet caramel and fruit notes blend with green and oily undertones.	caramelic; fatty; fruity; green; oily	The smell of CCCCCC(=O)O is a pungent, acidic hexanoic acid scent.	Pungent, fatty, and slightly fruity odor, resembling that of lower fatty acids.	The scent is sharp and pungent, like acidic vinegar notes.	The scent is mild and slightly sweet with waxy and floral notes.	CCCCCC(=O)O
8892	goodscents	The scent is a sour, fatty, and sweaty combination resembling cheese.	sour fatty sweat cheese. Luebke; mild, fatty. Used in lavender fragrances.; Sickening, Sweaty, Pungent, Cheesy, Fatty; Sour, fatty, sweat, cheesy	cheesy; fatty; sour; sweaty	Pungent aroma of stale cheese and sweat, with notes of fatty acidity.	Pungent, earthy scent with chemical and fecal notes, hinting at decay and green vegetation.	chemical; fecal; fungal; green_beans; waxy	The odorant has a pungent, acidic smell, similar to hexanoic acid.	fatty waxy coconut creamy sweet	Pungent, waxy, and slightly sweet, with notes of beeswax and citrus.	The scent is waxy and fatty with a sweet, slightly fruity and metallic note.	CCCCCC(=O)O
8892	leffingwell	The scent is heavy, fatty, and cheesey-sweaty.	Heavy, fatty, cheesey-sweaty odor and taste	cheesy; fatty	Pungent aroma with strong notes of cheese and greasy fat.	The scent is a rich, fruity, and waxy aroma with creamy and cheesy dairy notes.	cheesy; creamy; dairy; fatty; fruity; green; waxy	The odorant has a pungent, acidic smell, similar to vinegar or fatty acids.	Fatty, waxy, oily, mild sweet odor with fruity note	Fatty and waxy, with a sweet, neutral scent reminiscent of soap or wax.	The scent is waxy, fatty, and slightly sweet with soapy notes.	CCCCCC(=O)O
8894	goodscents	The scent is pungent, sweet, and ethereal.	pungent sweet ethereal	pungent; sweet; ethereal	The scent is a pungent, sweet, and ethereal aroma.	The odor is earthy and musty, similar to damp green beans with fungal undertones.	fungal; green_beans; musty	The odorant has a sweet, ethereal scent, reminiscent of ether or citrus.	sweet creamy earthy herbal	Sweet and creamy, reminiscent of vanilla, caramel, and warm spices.	The scent is a sweet, powdery, and slightly spicy aroma reminiscent of tonka beans.	C1CCOCC1
